id,name,best_for_wear,gender,image_url,dominant_color,sub_color1,sub_color2
GY5119,Five Ten Trailcross LT Mountainbike-Schuh,All Mountain,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0284e78b027f4891873fad8300fe2166_9366/Five_Ten_Trailcross_LT_Mountainbike-Schuh_Grun_GY5119_01_standard.jpg",Magic Lime,Burgundy,Orbit Green
EE8889,Five Ten Trailcross LT Mountainbiking-Schuh,All Mountain,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7cec7ec4ff6248499cc3ab0a0171e824_9366/Five_Ten_Trailcross_LT_Mountainbiking-Schuh_Schwarz_EE8889_01_standard.jpg",Core Black,Grey Two,Solar Red
GY5124,Five Ten Trailcross LT Mountainbiking-Schuh,All Mountain,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/bde1adc84d7c43839ab2ad83010503db_9366/Five_Ten_Trailcross_LT_Mountainbiking-Schuh_Grun_GY5124_01_standard.jpg",Focus Olive,Pulse Lime,Orbit Green
FW9324,TERREX Trailmaker Wanderschuh,Comfort,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/155aa084b6c543839cabac7f0146543e_9366/TERREX_Trailmaker_Wanderschuh_Grau_FW9324_01_standard.jpg",Grey Five,Core Black,Alumina
GY5123,Five Ten Trailcross LT Mountainbiking-Schuh,All Mountain,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ab95e3e9170342cea18dad830104b595_9366/Five_Ten_Trailcross_LT_Mountainbiking-Schuh_Beige_GY5123_01_standard.jpg",Beige Tone,Blue Rush,Orbit Green
HQ1046,TERREX AX4 Wanderschuh,Day Hiking,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/511ae55dec0e4b7fb753af5c0120d559_9366/TERREX_AX4_Wanderschuh_Lila_HQ1046_01_standard.jpg",Silver Violet,Blue Dawn,Solar Gold
FW3752,Five Ten Hellcat Pro Mountainbiking-Schuh,Dirt / Casual,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0cd591a6e694423c80d0ac84010e83de_9366/Five_Ten_Hellcat_Pro_Mountainbiking-Schuh_Schwarz_FW3752_01_standard.jpg",Black,Core Black,Core Black
GZ1931,Five Ten Freerider Pro Canvas Mountainbiking-Schuh,All Mountain,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4f13b53010f841279a69ad860099a60d_9366/Five_Ten_Freerider_Pro_Canvas_Mountainbiking-Schuh_Grau_GZ1931_01_standard.jpg",Dgh Solid Grey,Grey Three,Acid Mint
HQ2107,FIVE TEN FREERIDER CANVAS MOUNTAINBIKING-SCHUH,Flat Pedal,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2af16ac90ebb4c6c93cdaf7f00f5c725_9366/FIVE_TEN_FREERIDER_CANVAS_MOUNTAINBIKING-SCHUH_Lila_HQ2107_01_standard.jpg",Silver Violet,Wonder Steel,Core Black
FW2824,Five Ten Freerider Pro Mountainbiking-Schuh,Dirt / Casual,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/49cff30771ab4f13b572ac8501170c95_9366/Five_Ten_Freerider_Pro_Mountainbiking-Schuh_Grau_FW2824_01_standard.jpg",Grey Five,Cloud White,Halo Blue
HQ6031,Five Ten Kestrel BOA Schuh,All Mountain,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/88b325ebdbc44154a5a4af8e0105b1c9_9366/Five_Ten_Kestrel_BOA_Schuh_Blau_HQ6031_01_standard.jpg",Legend Ink,Core Black,Coral Fusion
IF7514,TERREX AX2R Wanderschuh,Day Hiking,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b2221fd2bcac4ba6aa3267cc05dd42ab_9366/TERREX_AX2R_Wanderschuh_Schwarz_IF7514_01_standard.jpg",Core Black,Core Black,Vista Grey
ID0934,TERREX Mid GORE-TEX Wanderschuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ba26038c1d824621b2ae681649ee0e93_9366/TERREX_Mid_GORE-TEX_Wanderschuh_Beige_ID0934_01_standard.jpg",Wonder Beige,Wonder White,Semi Impact Orange
ID7845,Terrex Eastrail GORE-TEX Wanderschuh,Day Hiking,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/70259723622d47129dc9427995d89377_9366/Terrex_Eastrail_GORE-TEX_Wanderschuh_Schwarz_ID7845_010_hover_standard.jpg",Core Black,Grey Four,Core Black
IE7671,Terrex Agravic Speed Trailrunning-Schuh,Trail Run,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/72652376efe644429a289ad0597852e0_9366/Terrex_Agravic_Speed_Trailrunning-Schuh_Schwarz_IE7671_HM1.jpg",Core Black,Grey One,Amber Tint
IE1534,adidas by Stella McCartney x Terrex Wanderschuh,Skiing,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2a9e38a0698b49899fea99e37ef4ea9a_9366/adidas_by_Stella_McCartney_x_Terrex_Wanderschuh_Beige_IE1534_01_standard.jpg",Gobi,Utility Black,Purple Glow
IF7525,TERREX Mid GORE-TEX Wanderschuh,Day Hiking,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/351fcd6464954d0aa627ad9fb71ec9c8_9366/TERREX_Mid_GORE-TEX_Wanderschuh_Blau_IF7525_01_standard.jpg",Wonder Steel,Grey Three,Impact Orange
IF4946,Five Ten Trailcross Mid Pro Mountainbiking-Schuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6b391cb9d0404498940a5c7ae8d1aa83_9366/Five_Ten_Trailcross_Mid_Pro_Mountainbiking-Schuh_Blau_IF4946_01_standard.jpg",Legend Ink,Grey Three,Coral Fusion
EG4618,Five Ten SLEUTH Fahrradschuh,All Mountain,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/015a0d2d13a640a7b9f3ab2001103f48_9366/Five_Ten_SLEUTH_Fahrradschuh_Schwarz_EG4618_01_standard.jpg",Core Black,Core Black,Gum M2
GY9119,Five Ten Trailcross Pro Clip-In Mountainbiking-Schuh,All Mountain,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b47bb550b8384b60b010ae9400e47bb2_9366/Five_Ten_Trailcross_Pro_Clip-In_Mountainbiking-Schuh_Grau_GY9119_01_standard.jpg",Grey Five,Core Black,Red
IG0019,ADIDAS BY STELLA MCCARTNEY X TERREX FREE HIKER,Skiing,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/acd26f61e9754b48b78c3cd4da1bfe66_9366/ADIDAS_BY_STELLA_MCCARTNEY_X_TERREX_FREE_HIKER_Schwarz_IG0019_01_standard.jpg",Core Black,Semi Flash Green,Deep Lilac
IF7508,Terrex BOA Mid RAIN.RDY Wanderschuh,Day Hiking,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/72da8daeead742cb876f22842844605d_9366/Terrex_BOA_Mid_RAIN.RDY_Wanderschuh_Schwarz_IF7508_01_standard.jpg",Core Black,Cloud White,Grey Three
IF6093,ADIDAS BY STELLA MCCARTNEY X TERREX FREE HIKER,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f4584d7f5d4e4ca4b97e0fdcd70c5a4c_9366/ADIDAS_BY_STELLA_MCCARTNEY_X_TERREX_FREE_HIKER_Blau_IF6093_01_standard.jpg",Legend Ink,Shock Blue,Pulse Olive
GZ9840,Five Ten Trailcross Clip-In Mountainbiking-Schuh,All Mountain,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e09463102256495aad50ad86016861cd_9366/Five_Ten_Trailcross_Clip-In_Mountainbiking-Schuh_Schwarz_GZ9840_01_standard.jpg",Core Black,Grey Three,Red
IF1792,adidas by Stella McCartney x Terrex Free Hiker Gore-Tex Wanderschuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f973f69014d94b1794e19588d6ddc88c_9366/adidas_by_Stella_McCartney_x_Terrex_Free_Hiker_Gore-Tex_Wanderschuh_Silber_IF1792_01_standard.jpg",Silver Metallic,Cloud White,Active Red
GY4177,Eastrail 2.0 Mid RAIN.RDY Wanderschuh,Day Hiking,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/65da0a101a484bd0b693aecb010cfe01_9366/Eastrail_2.0_Mid_RAIN.RDY_Wanderschuh_Grau_GY4177_01_standard.jpg",Grey Five,Dash Grey,Core Black
HQ2117,FIVE TEN SLEUTH DLX CANVAS MOUNTAINBIKING-SCHUH,Dirt / Casual,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/518ed5cd76f14d14a892af4600602803_9366/FIVE_TEN_SLEUTH_DLX_CANVAS_MOUNTAINBIKING-SCHUH_Weinrot_HQ2117_01_standard.jpg",Burgundy,Cloud White,Core Black
IF7511,TERREX AX2R Hook-and-Loop Wanderschuh,Day Hiking,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/88649572ca304ae89ba9a9a93355ce49_9366/TERREX_AX2R_Hook-and-Loop_Wanderschuh_Schwarz_IF7511_01_standard.jpg",Core Black,Core Black,Onix
FU7524,Five Ten Impact Pro Mountainbiking-Schuh,Gravity,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/eac5c8187f4a4a989853abd600797612_9366/Five_Ten_Impact_Pro_Mountainbiking-Schuh_Schwarz_FU7524_01_standard.jpg",Core Black,Red,Cloud White
HQ2106,FIVE TEN FREERIDER CANVAS MOUNTAINBIKING-SCHUH,Flat Pedal,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/95fedfab01c14fb7af14af46005ba9d9_9366/FIVE_TEN_FREERIDER_CANVAS_MOUNTAINBIKING-SCHUH_Weinrot_HQ2106_01_standard.jpg",Burgundy,Core Black,Pulse Lime
HQ3549,Five Ten Kestrel BOA Schuh,All Mountain,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2084cbf184494553945aaf8e010540ed_9366/Five_Ten_Kestrel_BOA_Schuh_Schwarz_HQ3549_01_standard.jpg",Core Black,Cloud White,Impact Orange
IF5705,TERREX GORE-TEX Wanderschuh,Day Hiking,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4d8b2e6e246449ea94bf22343d94ad2b_9366/TERREX_GORE-TEX_Wanderschuh_Blau_IF5705_01_standard.jpg",Wonder Steel,Grey Three,Impact Orange
IF6524,Terrex Ax4r Mid Wanderschuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2108fa59b4814731a4df56c9d02fa879_9366/Terrex_Ax4r_Mid_Wanderschuh_Weinrot_IF6524_01_standard.jpg",Burgundy,Silver Dawn,Pink Fusion
IH3664,Terrex Snowpitch Cold.Rdy Wanderschuh,Neutral,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/34655c854e234aba84992b37e3e25a3a_9366/Terrex_Snowpitch_Cold.Rdy_Wanderschuh_Braun_IH3664_HM1.jpg",Bronze Strata,Bronze Strata,Semi Impact Orange
ID2859,Terrex Winter Leather Mid Cut Rain.Rdy Cold.Rdy Wanderschuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/696f11e986604abb859b875436c82a2b_9366/Terrex_Winter_Leather_Mid_Cut_Rain.Rdy_Cold.Rdy_Wanderschuh_Schwarz_ID2859_01_standard.jpg",Core Black,Core Black,Grey Four
IH3665,Terrex Snowpitch Cold.Rdy Wanderschuh,Neutral,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e791f031a75949d7bc090c679e6528ab_9366/Terrex_Snowpitch_Cold.Rdy_Wanderschuh_Grun_IH3665_HM1.jpg",Olive Strata,Bronze Strata,Semi Impact Orange
IE0833,Terrex Free Hiker 2 Cold.Rdy Wanderschuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/10dcfb53ee9a4fc09b7b257e8b32243c_9366/Terrex_Free_Hiker_2_Cold.Rdy_Wanderschuh_Schwarz_IE0833_HM1.jpg",Core Black,Core Black,Grey Four
IH3546,Terrex Anylander Wanderschuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f3dabe3e93034569af04905edd018ebd_9366/Terrex_Anylander_Wanderschuh_Blau_IH3546_01_standard.jpg",Semi Lucid Blue,Grey Two,Core Black
IG8899,Terrex Trailmaker 2.0 GORE-TEX Wanderschuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7a19633c7d9144d5a3e9877597f7b0df_9366/Terrex_Trailmaker_2.0_GORE-TEX_Wanderschuh_Beige_IG8899_HM1.jpg",Wonder Beige,Wonder White,Charcoal
IH5537,Terrex Free Hiker 2 Cold.Rdy Wanderschuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a9cda3cd86994b328004c8de56dc95e6_9366/Terrex_Free_Hiker_2_Cold.Rdy_Wanderschuh_Beige_IH5537_01_00_standard.jpg",Wonder Beige,Core Black,Semi Impact Orange
IG0368,Five Ten Sleuth Mountainbike-Schuh,Flat Pedal,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0156fa04db914a4a96ceb22be1bff672_9366/Five_Ten_Sleuth_Mountainbike-Schuh_Schwarz_IG0368_01_standard.jpg",Core Black,Core Black,Gum M2
ID2889,Terrex Winter High Rain.Rdy Cold.Rdy Wanderstiefel,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6a3a7b36d2534c4cbfca0b4d901be9d8_9366/Terrex_Winter_High_Rain.Rdy_Cold.Rdy_Wanderstiefel_Schwarz_ID2889_01_standard.jpg",Core Black,Core Black,Core Black
ID3475,Terrex Anylander Mid Rain.Rdy Wanderschuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/48a68b5e1ada4cf6a859647c6e499432_9366/Terrex_Anylander_Mid_Rain.Rdy_Wanderschuh_Lila_ID3475_01_standard.jpg",Preloved Fig,Putty Mauve,Aurora Black
ID7846,Terrex Eastrail GORE-TEX Wanderschuh,Day Hiking,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2e9faf51007b43d49b1add058646b5a2_9366/Terrex_Eastrail_GORE-TEX_Wanderschuh_Blau_ID7846_01_standard.jpg",Wonder Steel,Grey Three,Semi Impact Orange
IF4956,Terrex Conrax BOA RAIN.RDY Wanderschuh,Day Hiking,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3299d46ecf034f6b8d871879c659174e_9366/Terrex_Conrax_BOA_RAIN.RDY_Wanderschuh_Schwarz_IF4956_01_standard.jpg",Core Black,Grey Three,Grey Five
IF1793,adidas by Stella McCartney x Terrex Wanderschuh,Staying Warm,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4bcb9e233e184a32a8002e407b2c64f9_9366/adidas_by_Stella_McCartney_x_Terrex_Wanderschuh_Braun_IF1793_HM1.jpg",Charcoal,Legend Ink,Active Red
IF7431,Terrex AX4 Beta COLD.RDY Wanderschuh,Day Hiking,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9517aef150484dfe9b225eea43f98bed_9366/Terrex_AX4_Beta_COLD.RDY_Wanderschuh_Schwarz_IF7431_01_standard.jpg",Core Black,Core Black,Grey Two
ID3436,Terrex Winter Leather Mid Cut Rain.Rdy Cold.Rdy Wanderschuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/87fdd6dcdb784a7dbc7ea7888e891ffa_9366/Terrex_Winter_Leather_Mid_Cut_Rain.Rdy_Cold.Rdy_Wanderschuh_Beige_ID3436_HM1.jpg",Wonder Beige,Wonder Beige,Alumina
IF4941,Five Ten Trailcross GORE-TEX Mountainbiking-Schuh,Flat Pedal,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/1a1f60d8c608498e820a8a33f73ebfd1_9366/Five_Ten_Trailcross_GORE-TEX_Mountainbiking-Schuh_Schwarz_IF4941_01_standard.jpg",Core Black,Grey Three,Solar Red
ID3463,Terrex Anylander Wanderschuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fbd1a14d398b4bc0a9dcceaa16714267_9366/Terrex_Anylander_Wanderschuh_Grun_ID3463_01_standard.jpg",Olive Strata,Silver Dawn,Amber Tint
HP7396,TERREX AX4 GORE-TEX Wanderschuh,Day Hiking,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fd4853895e1c4921a9afaf3b007a74b1_9366/TERREX_AX4_GORE-TEX_Wanderschuh_Grau_HP7396_01_standard.jpg",Grey Six,Grey Four,Solar Red
ID2447,FIVE TEN FREERIDER MOUNTAINBIKING-SCHUH,Dirt / Casual,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/bd27a054ebd4485fbdd7e328a40ded0a_9366/FIVE_TEN_FREERIDER_MOUNTAINBIKING-SCHUH_Braun_ID2447_01_standard.jpg",Charcoal,Oat,Carbon
IE9413,TERREX Soulstride Trailrunning-Schuh,Trail Run,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4dbb6b1a163d40ae8ca7fc130bfffa64_9366/TERREX_Soulstride_Trailrunning-Schuh_Schwarz_IE9413_HM1.jpg",Core Black,Carbon,Grey Six
FV4744,Five Ten Hiangle Pro Competition Kletterschuh,Neutral,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a50bf634157248c99dbcac02007a8d9f_9366/Five_Ten_Hiangle_Pro_Competition_Kletterschuh_Schwarz_FV4744_01_standard.jpg",Core Black,Cloud White,Signal Green
ID3472,Terrex Anylander Mid Rain.Rdy Wanderschuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c10d4c60a887477e8543835db7a0446c_9366/Terrex_Anylander_Mid_Rain.Rdy_Wanderschuh_Grun_ID3472_01_standard.jpg",Olive Strata,Silver Dawn,Amber Tint
HQ0935,Eastrail 2.0 Wanderschuh,Day Hiking,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/944a5bfa7bf34d04a5d9af3b0147583e_9366/Eastrail_2.0_Wanderschuh_Schwarz_HQ0935_01_standard.jpg",Core Black,Carbon,Grey Four
IG8851,Terrex AX4 Beta COLD.RDY Wanderschuh,Neutral,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3704ad513318462ca4f3ed6d531651da_9366/Terrex_AX4_Beta_COLD.RDY_Wanderschuh_Schwarz_IG8851_HM1.jpg",Core Black,Carbon,Semi Impact Orange
IH5009,Terrex Trailmaker 2.0 Gore-Tex Wanderschuh,Neutral,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/471690f949aa402f80a84cffb3a926e2_9366/Terrex_Trailmaker_2.0_Gore-Tex_Wanderschuh_Grau_IH5009_HM1.jpg",Halo Silver,Grey Four,Grey Six
JI2172,Terrex Soulstride Flow Gore-Tex Trailrunning-Schuh,Staying Dry,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4c758d4dd8ae49ee988c14ba5f77ed28_9366/Terrex_Soulstride_Flow_Gore-Tex_Trailrunning-Schuh_Schwarz_JI2172_HM1.jpg",Core Black,Grey Six,Semi Impact Orange
ID3464,Terrex Anylander Wanderschuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/da8d822446484eff880745e63bc08d47_9366/Terrex_Anylander_Wanderschuh_Schwarz_ID3464_01_standard.jpg",Core Black,Core Black,Grey Four
IH5014,Terrex Trailmaker 2.0 Gore-Tex Wanderschuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6468be0a9fdf409e99ccc3f17ec85a45_9366/Terrex_Trailmaker_2.0_Gore-Tex_Wanderschuh_Grau_IH5014_HM1_hover.jpg",Orbit Grey,Wonder Beige,Grey Five
IF0386,TERREX Trail Rider Trailrunning-Schuh,Trail Run,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/869040cb0d264c03ace6e1306bbb24ba_9366/TERREX_Trail_Rider_Trailrunning-Schuh_Grun_IF0386_HM1.jpg",Green Spark,Wonder Silver,Core Black
FV7960,TERREX Snowpitch COLD.RDY Wanderschuh,Comfort,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/411a79d56f1145d4aa3babd6012e29e5_9366/TERREX_Snowpitch_COLD.RDY_Wanderschuh_Gelb_FV7960_01_standard.jpg",Mesa,Mesa,Core Black
IE5144,Terrex Trailmaker 2.0 GORE-TEX Wanderschuh,Hiking & Trekking,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/529d638d66c943b782f6f4f2085eb93c_9366/Terrex_Trailmaker_2.0_GORE-TEX_Wanderschuh_Schwarz_IE5144_HM1.jpg",Core Black,Core Black,Grey Four
IE5148,Terrex Trailmaker 2.0 GORE-TEX Wanderschuh,Hiking & Trekking,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c816c4ac8f8b40dda836316dbd392ced_9366/Terrex_Trailmaker_2.0_GORE-TEX_Wanderschuh_Grau_IE5148_HM1.jpg",Carbon,Grey Six,Core Black
HR1110,TERREX Agravic Flow GORE-TEX Trailrunning-Schuh 2.0,Staying Dry,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ce702d77fa27412b818baf5c00bdd5c9_9366/TERREX_Agravic_Flow_GORE-TEX_Trailrunning-Schuh_2.0_Schwarz_HR1110_01_standard.jpg",Core Black,Core Black,Impact Orange
IG8925,Tracerocker 2.0 GORE-TEX Trailrunning-Schuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c1cd8865c03b45cd8219f039e7f34a62_9366/Tracerocker_2.0_GORE-TEX_Trailrunning-Schuh_Grau_IG8925_HM1.jpg",Charcoal Solid Grey,Olive Strata,Carbon
IG8866,TERREX Free Hiker 2.0 Wanderschuh,Neutral,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9013c9f644f04223ace8fefbdad6dbe6_9366/TERREX_Free_Hiker_2.0_Wanderschuh_Grau_IG8866_HM1.jpg",Charcoal Solid Grey,Core Black,Olive Strata
IE9067,Terrex Trailmaker 2.0 Mid Gore-Tex Wanderschuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/21be6523ed4342268fe09a05a0be05f8_9366/Terrex_Trailmaker_2.0_Mid_Gore-Tex_Wanderschuh_Grun_IE9067_HM1.jpg",Olive Strata,Silver Dawn,Aurora Black
HR1187,TERREX Soulstride RAIN.RDY Trailrunning-Schuh,Staying Dry,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/111e551a0ffb457a80d2af800106b751_9366/TERREX_Soulstride_RAIN.RDY_Trailrunning-Schuh_Lila_HR1187_01_standard.jpg",Silver Violet,Crystal White,Coral Fusion
IH3520,TERREX AX4 GORE-TEX Wanderschuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d8c23e9e5be746a8b0d4720b21f80acb_9366/TERREX_AX4_GORE-TEX_Wanderschuh_Weinrot_IH3520_HM1.jpg",Burgundy,Putty Mauve,Pink Fusion
IG5461,FREE HIKER 2.0 LOW GORE-TEX,Hiking & Trekking,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4599a73aa01f492dac3621cb40f29258_9366/FREE_HIKER_2.0_LOW_GORE-TEX_Grau_IG5461_01_standard.jpg",Wonder Silver,Wonder Silver,Lucid Lemon
IF4866,TERREX AX4 GORE-TEX Wanderschuh,Day Hiking,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d6a81a27d47b489cabdddba9b7cf8073_9366/TERREX_AX4_GORE-TEX_Wanderschuh_Grau_IF4866_01_standard.jpg",Wonder Silver,Grey Three,Core Black
IE5129,FREE HIKER 2.0 GORE-TEX,Long Distance,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8c509d27eb784d1e872046bcbf82b23b_9366/FREE_HIKER_2.0_GORE-TEX_Grun_IE5129_01_standard.jpg",Trace Cargo,Talc,Real Magenta
IE9061,Terrex Trailmaker 2.0 Mid Gore-Tex Wanderschuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c2fef565409f4e9c8697fc16748f2516_9366/Terrex_Trailmaker_2.0_Mid_Gore-Tex_Wanderschuh_Beige_IE9061_HM1.jpg",Wonder Beige,Wonder White,Charcoal
ID0873,TERREX Voyager 21 Travel Schuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5ae8fb6a6d1440ad9868e740969c4942_9366/TERREX_Voyager_21_Travel_Schuh_Beige_ID0873_01_standard.jpg",Wonder Beige,Wonder White,Semi Impact Orange
IE5100,FREE HIKER 2.0 LOW GORE-TEX,Long Distance,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/701b6558524b4a8f9ae2bcfedb4dfdb8_9366/FREE_HIKER_2.0_LOW_GORE-TEX_Grun_IE5100_01_standard.jpg",Silver Green,Preloved Fig,Carbon
IE2594,Terrex Voyager 21 Travel Schuh,Day Hiking,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d64e264085384b3eb5a25da1d0726d7a_9366/Terrex_Voyager_21_Travel_Schuh_Lila_IE2594_HM1.jpg",Silver Dawn,Preloved Fig,Almost Pink
IF7522,Organizer Mid GORE-TEX Wanderschuh,Day Hiking,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2f35d84925e54ea59af096dfe559a7ea_9366/Organizer_Mid_GORE-TEX_Wanderschuh_Schwarz_IF7522_01_standard.jpg",Core Black,Grey Three,Core Black
IF6523,Terrex Ax4r Mid Wanderschuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/251f57eb76a54ee6b17043df4aff5bba_9366/Terrex_Ax4r_Mid_Wanderschuh_Grun_IF6523_01_standard.jpg",Olive Strata,Wonder White,Semi Impact Orange
FV7957,TERREX Snowpitch COLD.RDY Wanderschuh,Comfort,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/aea1fe62e0e641f0987aac6801150f19_9366/TERREX_Snowpitch_COLD.RDY_Wanderschuh_Schwarz_FV7957_01_standard.jpg",Core Black,Core Black,Scarlet
IF6527,Terrex Ax4r Wanderschuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2cad83f179914bb0b4355da224d9ca95_9366/Terrex_Ax4r_Wanderschuh_Weinrot_IF6527_01_standard.jpg",Burgundy,Silver Dawn,Pink Fusion
IH3543,Terrex Free Hiker 2.0 Low Wanderschuh,Neutral,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2588d5c044164929b90fffecbdf97cd4_9366/Terrex_Free_Hiker_2.0_Low_Wanderschuh_Beige_IH3543_HM1.jpg",Wonder Beige,Core Black,Semi Impact Orange
HP8710,TERREX Skychaser Mid GORE-TEX 2.0 Wanderschuh,Fast,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/bb79616a1d634510ac0daf5c01164498_9366/TERREX_Skychaser_Mid_GORE-TEX_2.0_Wanderschuh_Grau_HP8710_01_standard.jpg",Grey Six,Grey Four,Halo Silver
GZ3325,Unity Leather Mid RAIN.RDY Hiking Shoes,Day Hiking,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/df09e17c78ab42969710aec100ee6d7d_9366/Unity_Leather_Mid_RAIN.RDY_Hiking_Shoes_Schwarz_GZ3325_01_standard.jpg",Core Black,Grey Four,Grey Six
IF4874,TERREX AX3 GORE-TEX Wanderschuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f6c60bd152754ffa882de32d3ae58fad_9366/TERREX_AX3_GORE-TEX_Wanderschuh_Schwarz_IF4874_01_00_standard.jpg",Core Black,Dgh Solid Grey,Metal Grey
IG8931,TERREX Trail Rider Trailrunning-Schuh,All-rounder,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/66499ce9acd64ba3aa241f5468bb8453_9366/TERREX_Trail_Rider_Trailrunning-Schuh_Rosa_IG8931_HM1.jpg",Pink Fusion,Amber Tint,Pink Fusion
